emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@bdngfess udah terlalu biasa dgn kata PSBB jadi fine fine aja!,udah terlalu biasa dgn kata PSBB jadi fine fine aja!,udah terlalu biasa dgn kata PSBB jadi fine fine aja!,udah terlalu biasa dgn kata psbb jadi fine fine aja,"['udah', 'terlalu', 'biasa', 'dgn', 'kata', 'psbb', 'jadi', 'fine', 'fine', 'aja']","['udah', 'terlalu', 'biasa', 'dgn', 'kata', 'psbb', 'jadi', 'fine', 'fine', 'aja']","['udah', 'terlalu', 'biasa', 'dgn', 'kata', 'psbb', 'jadi', 'fine', 'fine', 'aja']","['fine', 'fine']",fine fine,positif
"Gimana angka jumlah pasien covid gak turun""tempat pariwisata di promosikan terus PSBB diberlakukan setelah liburan tahun baru,...kalo pun mau sebelum liburan tahun baru.ya iya orang setelah pada liburan ngajedok d rumah cz duitnya udah hbs dipake liburan, Yg goblok tuh sapa ya🙄","Gimana angka jumlah pasien covid gak turun""tempat pariwisata di promosikan terus PSBB diberlakukan setelah liburan tahun baru,...kalo pun mau sebelum liburan tahun baru.ya iya orang setelah pada liburan ngajedok d rumah cz duitnya udah hbs dipake liburan, Yg goblok tuh sapa ya face_with_rolling_eyes","Gimana angka jumlah pasien covid gak turun""tempat pariwisata di promosikan terus PSBB diberlakukan setelah liburan tahun baru,...kalo pun mau sebelum liburan tahun baru.ya iya orang setelah pada liburan ngajedok d rumah cz duitnya udah hbs dipake liburan, Yg goblok tuh sapa ya wajah dengan mata bergulir",gimana angka jumlah pasien covid gak turuntempat pariwisata di promosikan terus psbb diberlakukan setelah liburan tahun barukalo pun mau sebelum liburan tahun baruya iya orang setelah pada liburan ngajedok d rumah cz duitnya udah hbs dipake liburan yg goblok tuh sapa ya wajah dengan mata bergulir,"['gimana', 'angka', 'jumlah', 'pasien', 'covid', 'gak', 'turuntempat', 'pariwisata', 'di', 'promosikan', 'terus', 'psbb', 'diberlakukan', 'setelah', 'liburan', 'tahun', 'barukalo', 'pun', 'mau', 'sebelum', 'liburan', 'tahun', 'baruya', 'iya', 'orang', 'setelah', 'pada', 'liburan', 'ngajedok', 'd', 'rumah', 'cz', 'duitnya', 'udah', 'hbs', 'dipake', 'liburan', 'yg', 'goblok', 'tuh', 'sapa', 'ya', 'wajah', 'dengan', 'mata', 'bergulir']","['gimana', 'angka', 'jumlah', 'pasien', 'covid', 'gak', 'turuntempat', 'pariwisata', 'di', 'promosikan', 'terus', 'psbb', 'diberlakukan', 'setelah', 'liburan', 'tahun', 'barukalo', 'pun', 'mau', 'sebelum', 'liburan', 'tahun', 'baruya', 'iya', 'orang', 'setelah', 'pada', 'liburan', 'ngajedok', 'd', 'rumah', 'cz', 'duitnya', 'udah', 'hbs', 'dipakai', 'liburan', 'yg', 'goblok', 'tuh', 'sapa', 'ya', 'wajah', 'dengan', 'mata', 'bergulir']","['gimana', 'angka', 'jumlah', 'pasien', 'covid', 'gak', 'turuntempat', 'pariwisata', 'di', 'promosi', 'terus', 'psbb', 'laku', 'telah', 'libur', 'tahun', 'barukalo', 'pun', 'mau', 'belum', 'libur', 'tahun', 'baruya', 'iya', 'orang', 'telah', 'pada', 'libur', 'ngajedok', 'd', 'rumah', 'cz', 'duit', 'udah', 'hbs', 'pakai', 'libur', 'yg', 'goblok', 'tuh', 'sapa', 'ya', 'wajah', 'dengan', 'mata', 'gulir']","['angka', 'pasien', 'covid', 'turuntempat', 'pariwisata', 'promosi', 'libur', 'barukalo', 'libur', 'baruya', 'libur', 'ngajedok', 'rumah', 'cz', 'duit', 'hbs', 'pakai', 'libur', 'goblok', 'sapa', 'gulir']",angka pasien covid turuntempat pariwisata promosi libur barukalo libur baruya libur ngajedok rumah cz duit hbs pakai libur goblok sapa gulir,positif
"@marlina_idha @inoengsyoekoer Sehrsny Pemerintah jlnkan PSBB Jawa Bali awal Des 2020 sblm Pilkada serentak &amp; liburan nataru. Politik kekuasaan, dilonggarkan pd saat ada kepentingan penguasa, trs sekrg diketati pd saat sdh parah dn bnyk korban. lets be smart people.","Sehrsny Pemerintah jlnkan PSBB Jawa Bali awal Des 2020 sblm Pilkada serentak &amp; liburan nataru. Politik kekuasaan, dilonggarkan pd saat ada kepentingan penguasa, trs sekrg diketati pd saat sdh parah dn bnyk korban. lets be smart people.","Sehrsny Pemerintah jlnkan PSBB Jawa Bali awal Des 2020 sblm Pilkada serentak &amp; liburan nataru. Politik kekuasaan, dilonggarkan pd saat ada kepentingan penguasa, trs sekrg diketati pd saat sdh parah dn bnyk korban. lets be smart people.",sehrsny pemerintah jlnkan psbb jawa bali awal des   sblm pilkada serentak amp liburan nataru politik kekuasaan dilonggarkan pd saat ada kepentingan penguasa trs sekrg diketati pd saat sdh parah dn bnyk korban lets be sma people,"['sehrsny', 'pemerintah', 'jlnkan', 'psbb', 'jawa', 'bali', 'awal', 'des', 'sblm', 'pilkada', 'serentak', 'amp', 'liburan', 'nataru', 'politik', 'kekuasaan', 'dilonggarkan', 'pd', 'saat', 'ada', 'kepentingan', 'penguasa', 'trs', 'sekrg', 'diketati', 'pd', 'saat', 'sdh', 'parah', 'dn', 'bnyk', 'korban', 'lets', 'be', 'sma', 'people']","['sehrsny', 'pemerintah', 'jlnkan', 'psbb', 'jawa', 'bali', 'awal', 'des', 'sblm', 'pilkada', 'serentak', 'amp', 'liburan', 'nataru', 'politik', 'kekuasaan', 'dilonggarkan', 'pd', 'saat', 'ada', 'kepentingan', 'penguasa', 'terus', 'sekrg', 'diketati', 'pd', 'saat', 'sudah', 'parah', 'dn', 'bnyk', 'korban', 'lets', 'be', 'sma', 'people']","['sehrsny', 'perintah', 'jlnkan', 'psbb', 'jawa', 'bal', 'awal', 'des', 'sblm', 'pilkada', 'serentak', 'amp', 'libur', 'nataru', 'politik', 'kuasa', 'longgar', 'pd', 'saat', 'ada', 'penting', 'kuasa', 'terus', 'sekrg', 'ketat', 'pd', 'saat', 'sudah', 'parah', 'dn', 'bnyk', 'korban', 'lets', 'be', 'sma', 'people']","['sehrsny', 'perintah', 'jlnkan', 'jawa', 'des', 'pilkada', 'serentak', 'libur', 'nataru', 'politik', 'kuasa', 'longgar', 'kuasa', 'ketat', 'parah', 'korban', 'lets', 'sma', 'people']",sehrsny perintah jlnkan jawa des pilkada serentak libur nataru politik kuasa longgar kuasa ketat parah korban lets sma people,negatif
Wagub Emil Dardak Jelaskan PPKM Berbeda dengan PSBB  https://t.co/L4GC72cnAd,Wagub Emil Dardak Jelaskan PPKM Berbeda dengan PSBB https //t.co/L4GC72cnAd,Wagub Emil Dardak Jelaskan PPKM Berbeda dengan PSBB https //t.co/L4GC72cnAd,wagub emil dardak jelaskan ppkm berbeda dengan psbb   tcol gc cnad,"['wagub', 'emil', 'dardak', 'jelaskan', 'ppkm', 'berbeda', 'dengan', 'psbb', 'tcol', 'gc', 'cnad']","['wagub', 'emil', 'dardak', 'jelaskan', 'ppkm', 'berbeda', 'dengan', 'psbb', 'tcol', 'gc', 'cnad']","['wagub', 'emil', 'dardak', 'jelas', 'ppkm', 'beda', 'dengan', 'psbb', 'tcol', 'gc', 'cnad']","['wagub', 'emil', 'dardak', 'beda', 'tcol', 'gc', 'cnad']",wagub emil dardak beda tcol gc cnad,netral
Semoga hari ini dapet congrats kerjaan ga ada hambatan gra² psbb lagi🤗,Semoga hari ini dapet congrats kerjaan ga ada hambatan gra² psbb lagi smiling_face_with_open_hands,Semoga hari ini dapet congrats kerjaan ga ada hambatan gra² psbb lagi wajah tersenyum_with_open_hands,semoga hari ini dapet congrats kerjaan ga ada hambatan gra psbb lagi wajah tersenyumwithopenhands,"['semoga', 'hari', 'ini', 'dapet', 'congrats', 'kerjaan', 'ga', 'ada', 'hambatan', 'gra', 'psbb', 'lagi', 'wajah', 'tersenyumwithopenhands']","['semoga', 'hari', 'ini', 'dapet', 'congrats', 'kerjaan', 'tidak', 'ada', 'hambatan', 'gra', 'psbb', 'lagi', 'wajah', 'tersenyumwithopenhands']","['moga', 'hari', 'ini', 'dapet', 'congrats', 'kerja', 'tidak', 'ada', 'hambat', 'gra', 'psbb', 'lagi', 'wajah', 'tersenyumwithopenhands']","['dapet', 'congrats', 'hambat', 'gra', 'tersenyumwithopenhands']",dapet congrats hambat gra tersenyumwithopenhands,positif
Postingan Bupati Bojonegoro Soal Rencana PSBB Hilang  https://t.co/EVPHSt2B5u #Bojonegoro #PSBB,Postingan Bupati Bojonegoro Soal Rencana PSBB Hilang https //t.co/EVPHSt2B5u,Postingan Bupati Bojonegoro Soal Rencana PSBB Hilang https //t.co/EVPHSt2B5u,postingan bupati bojonegoro soal rencana psbb hilang   tcoevphst b u,"['postingan', 'bupati', 'bojonegoro', 'soal', 'rencana', 'psbb', 'hilang', 'tcoevphst', 'b', 'u']","['postingan', 'bupati', 'bojonegoro', 'soal', 'rencana', 'psbb', 'hilang', 'tcoevphst', 'b', 'u']","['postingan', 'bupati', 'bojonegoro', 'soal', 'rencana', 'psbb', 'hilang', 'tcoevphst', 'b', 'u']","['postingan', 'bupati', 'bojonegoro', 'rencana', 'hilang', 'tcoevphst']",postingan bupati bojonegoro rencana hilang tcoevphst,negatif
Pemkab Sleman Siapkan Skema Khusus Laksanakan PSBB -  https://t.co/GS9mXngJnx  #INDONESIA,Pemkab Sleman Siapkan Skema Khusus Laksanakan PSBB - https //t.co/GS9mXngJnx,Pemkab Sleman Siapkan Skema Khusus Laksanakan PSBB - https //t.co/GS9mXngJnx,pemkab sleman siapkan skema khusus laksanakan psbb    tcogs mxngjnx,"['pemkab', 'sleman', 'siapkan', 'skema', 'khusus', 'laksanakan', 'psbb', 'tcogs', 'mxngjnx']","['pemkab', 'sleman', 'siapkan', 'skema', 'khusus', 'laksanakan', 'psbb', 'tcogs', 'mxngjnx']","['pemkab', 'sleman', 'siap', 'skema', 'khusus', 'laksana', 'psbb', 'tcogs', 'mxngjnx']","['pemkab', 'sleman', 'skema', 'laksana', 'tcogs', 'mxngjnx']",pemkab sleman skema laksana tcogs mxngjnx,positif
"@PEMKOT_SOLO selamat pagi, untuk PSBB Jawa-Bali apakah untuk Kota Solo masih memperbolehkan anak kost dengan kendaraan pribadi masuk Kota Solo? Terima kasih","selamat pagi, untuk PSBB Jawa-Bali apakah untuk Kota Solo masih memperbolehkan anak kost dengan kendaraan pribadi masuk Kota Solo? Terima kasih","selamat pagi, untuk PSBB Jawa-Bali apakah untuk Kota Solo masih memperbolehkan anak kost dengan kendaraan pribadi masuk Kota Solo? Terima kasih",selamat pagi untuk psbb jawabali apakah untuk kota solo masih memperbolehkan anak kost dengan kendaraan pribadi masuk kota solo terima kasih,"['selamat', 'pagi', 'untuk', 'psbb', 'jawabali', 'apakah', 'untuk', 'kota', 'solo', 'masih', 'memperbolehkan', 'anak', 'kost', 'dengan', 'kendaraan', 'pribadi', 'masuk', 'kota', 'solo', 'terima', 'kasih']","['selamat', 'pagi', 'untuk', 'psbb', 'jawabali', 'apakah', 'untuk', 'kota', 'solo', 'masih', 'memperbolehkan', 'anak', 'kost', 'dengan', 'kendaraan', 'pribadi', 'masuk', 'kota', 'solo', 'terima', 'kasih']","['selamat', 'pagi', 'untuk', 'psbb', 'jawabali', 'apakah', 'untuk', 'kota', 'solo', 'masih', 'boleh', 'anak', 'kost', 'dengan', 'kendara', 'pribadi', 'masuk', 'kota', 'solo', 'terima', 'kasih']","['selamat', 'jawabali', 'kota', 'solo', 'anak', 'kost', 'kendara', 'pribadi', 'kota', 'solo', 'terima', 'kasih']",selamat jawabali kota solo anak kost kendara pribadi kota solo terima kasih,positif
@ProfesorZubairi psbb Indonesia atau jabodetabek?,psbb Indonesia atau jabodetabek?,psbb Indonesia atau jabodetabek?,psbb indonesia atau jabodetabek,"['psbb', 'indonesia', 'atau', 'jabodetabek']","['psbb', 'indonesia', 'atau', 'jabodetabek']","['psbb', 'indonesia', 'atau', 'jabodetabek']","['indonesia', 'jabodetabek']",indonesia jabodetabek,netral
"@kompascom Diskon wisata, goyang ubur2, tdk bertahan di ngr tropis, lockdown, psbb ga jelas, masih byk daftar gagap penanganan, skrg bisnis pariwisata byk yg ambyar, hotel, resto, transport, nah lho","Diskon wisata, goyang ubur2, tdk bertahan di ngr tropis, lockdown, psbb ga jelas, masih byk daftar gagap penanganan, skrg bisnis pariwisata byk yg ambyar, hotel, resto, transport, nah lho","Diskon wisata, goyang ubur2, tdk bertahan di ngr tropis, lockdown, psbb ga jelas, masih byk daftar gagap penanganan, skrg bisnis pariwisata byk yg ambyar, hotel, resto, transport, nah lho",diskon wisata goyang ubur  tdk bertahan di ngr tropis lockdown psbb ga jelas masih byk daftar gagap penanganan skrg bisnis pariwisata byk yg ambyar hotel resto transport nah lho,"['diskon', 'wisata', 'goyang', 'ubur', 'tdk', 'bertahan', 'di', 'ngr', 'tropis', 'lockdown', 'psbb', 'ga', 'jelas', 'masih', 'byk', 'daftar', 'gagap', 'penanganan', 'skrg', 'bisnis', 'pariwisata', 'byk', 'yg', 'ambyar', 'hotel', 'resto', 'transport', 'nah', 'lho']","['diskon', 'wisata', 'goyang', 'ubur', 'tidak', 'bertahan', 'di', 'ngr', 'tropis', 'lockdown', 'psbb', 'tidak', 'jelas', 'masih', 'byk', 'daftar', 'gagap', 'penanganan', 'sekarang', 'bisnis', 'pariwisata', 'byk', 'yg', 'ambyar', 'hotel', 'resto', 'transport', 'nah', 'lho']","['diskon', 'wisata', 'goyang', 'ubur', 'tidak', 'tahan', 'di', 'ngr', 'tropis', 'lockdown', 'psbb', 'tidak', 'jelas', 'masih', 'byk', 'daftar', 'gagap', 'tangan', 'sekarang', 'bisnis', 'pariwisata', 'byk', 'yg', 'ambyar', 'hotel', 'resto', 'transport', 'nah', 'lho']","['diskon', 'wisata', 'goyang', 'ubur', 'tahan', 'ngr', 'tropis', 'lockdown', 'daftar', 'gagap', 'tangan', 'bisnis', 'pariwisata', 'ambyar', 'hotel', 'resto', 'transport']",diskon wisata goyang ubur tahan ngr tropis lockdown daftar gagap tangan bisnis pariwisata ambyar hotel resto transport,negatif
PSBB dan Tegangan Prioritas Ganda: Kesehatan atau Ekonomi?  https://t.co/suxLK2iek2,PSBB dan Tegangan Prioritas Ganda Kesehatan atau Ekonomi? https //t.co/suxLK2iek2,PSBB dan Tegangan Prioritas Ganda Kesehatan atau Ekonomi? https //t.co/suxLK2iek2,psbb dan tegangan prioritas ganda kesehatan atau ekonomi   tcosuxlk iek ,"['psbb', 'dan', 'tegangan', 'prioritas', 'ganda', 'kesehatan', 'atau', 'ekonomi', 'tcosuxlk', 'iek']","['psbb', 'dan', 'tegangan', 'prioritas', 'ganda', 'kesehatan', 'atau', 'ekonomi', 'tcosuxlk', 'iek']","['psbb', 'dan', 'tegang', 'prioritas', 'ganda', 'sehat', 'atau', 'ekonomi', 'tcosuxlk', 'iek']","['tegang', 'prioritas', 'ganda', 'sehat', 'ekonomi', 'tcosuxlk', 'iek']",tegang prioritas ganda sehat ekonomi tcosuxlk iek,netral
Pembatasan Sosial Berskala Besar (PSBB) resmi diberlakukan di Kabupaten Gresik Jawa Timur pada 11 hingga 25 Januari 2021.  https://t.co/B7VNOLS6Ov,Pembatasan Sosial Berskala Besar (PSBB) resmi diberlakukan di Kabupaten Gresik Jawa Timur pada 11 hingga 25 Januari 2021. https //t.co/B7VNOLS6Ov,Pembatasan Sosial Berskala Besar (PSBB) resmi diberlakukan di Kabupaten Gresik Jawa Timur pada 11 hingga 25 Januari 2021. https //t.co/B7VNOLS6Ov,pembatasan sosial berskala besar psbb resmi diberlakukan di kabupaten gresik jawa timur pada   hingga   januari     tcob vnols ov,"['pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'resmi', 'diberlakukan', 'di', 'kabupaten', 'gresik', 'jawa', 'timur', 'pada', 'hingga', 'januari', 'tcob', 'vnols', 'ov']","['pembatasan', 'sosial', 'berskala', 'besar', 'psbb', 'resmi', 'diberlakukan', 'di', 'kabupaten', 'gresik', 'jawa', 'timur', 'pada', 'hingga', 'januari', 'tcob', 'vnols', 'ov']","['batas', 'sosial', 'skala', 'besar', 'psbb', 'resmi', 'laku', 'di', 'kabupaten', 'gresik', 'jawa', 'timur', 'pada', 'hingga', 'januari', 'tcob', 'vnols', 'ov']","['batas', 'sosial', 'skala', 'resmi', 'kabupaten', 'gresik', 'jawa', 'timur', 'januari', 'vnols', 'ov']",batas sosial skala resmi kabupaten gresik jawa timur januari vnols ov,positif
"@SINDOnews Harusnya kalo di lakukan psbb pada patuh ya Pemimpinya harus patuh duluan jangan menang sendiri,","Harusnya kalo di lakukan psbb pada patuh ya Pemimpinya harus patuh duluan jangan menang sendiri,","Harusnya kalo di lakukan psbb pada patuh ya Pemimpinya harus patuh duluan jangan menang sendiri,",harusnya kalo di lakukan psbb pada patuh ya pemimpinya harus patuh duluan jangan menang sendiri,"['harusnya', 'kalo', 'di', 'lakukan', 'psbb', 'pada', 'patuh', 'ya', 'pemimpinya', 'harus', 'patuh', 'duluan', 'jangan', 'menang', 'sendiri']","['harusnya', 'kalo', 'di', 'lakukan', 'psbb', 'pada', 'patuh', 'ya', 'pemimpinya', 'harus', 'patuh', 'duluan', 'jangan', 'menang', 'sendiri']","['harus', 'kalo', 'di', 'laku', 'psbb', 'pada', 'patuh', 'ya', 'mimpi', 'harus', 'patuh', 'duluan', 'jangan', 'menang', 'sendiri']","['patuh', 'mimpi', 'patuh', 'duluan', 'menang']",patuh mimpi patuh duluan menang,positif
@MirshaMN @ilhaamfch @febri_riyann Emg kpn rncana psbb lg ?,Emg kpn rncana psbb lg ?,Emg kpn rncana psbb lg ?,emg kpn rncana psbb lg ,"['emg', 'kpn', 'rncana', 'psbb', 'lg']","['emang', 'kpn', 'rncana', 'psbb', 'lg']","['emang', 'kpn', 'rncana', 'psbb', 'lg']","['emang', 'rncana']",emang rncana,netral
"@collegemenfess Mending nanti aja, soalnya belom ada tanda-tanda mau offline. Bahkan mau psbb lagi katanyasedih","Mending nanti aja, soalnya belom ada tanda-tanda mau offline. Bahkan mau psbb lagi katanyasedih","Mending nanti aja, soalnya belom ada tanda-tanda mau offline. Bahkan mau psbb lagi katanyasedih",mending nanti aja soalnya belom ada tandatanda mau offline bahkan mau psbb lagi katanyasedih,"['mending', 'nanti', 'aja', 'soalnya', 'belom', 'ada', 'tandatanda', 'mau', 'offline', 'bahkan', 'mau', 'psbb', 'lagi', 'katanyasedih']","['mending', 'nanti', 'aja', 'soalnya', 'belom', 'ada', 'tandatanda', 'mau', 'offline', 'bahkan', 'mau', 'psbb', 'lagi', 'katanyasedih']","['mending', 'nanti', 'aja', 'soal', 'bom', 'ada', 'tandatanda', 'mau', 'offline', 'bahkan', 'mau', 'psbb', 'lagi', 'katanyasedih']","['mending', 'bom', 'tandatanda', 'offline', 'katanyasedih']",mending bom tandatanda offline katanyasedih,negatif
@bdngfess ah aku ga psbb ge di imah wae,ah aku ga psbb ge di imah wae,ah aku ga psbb ge di imah wae,ah aku ga psbb ge di imah wae,"['ah', 'aku', 'ga', 'psbb', 'ge', 'di', 'imah', 'wae']","['ah', 'aku', 'tidak', 'psbb', 'ge', 'di', 'imah', 'wae']","['ah', 'aku', 'tidak', 'psbb', 'ge', 'di', 'imah', 'wae']","['imah', 'wae']",imah wae,positif
"@VIVAcoid Ancen gt kok, pandemi kan sudah 10 bulan. Pola dll kan sudah jelas Bu  Masa iya pola pemerintahan selalu sama, psbb aja andalannya.","Ancen gt kok, pandemi kan sudah 10 bulan. Pola dll kan sudah jelas Bu Masa iya pola pemerintahan selalu sama, psbb aja andalannya.","Ancen gt kok, pandemi kan sudah 10 bulan. Pola dll kan sudah jelas Bu Masa iya pola pemerintahan selalu sama, psbb aja andalannya.",ancen gt kok pandemi kan sudah   bulan pola dll kan sudah jelas bu masa iya pola pemerintahan selalu sama psbb aja andalannya,"['ancen', 'gt', 'kok', 'pandemi', 'kan', 'sudah', 'bulan', 'pola', 'dll', 'kan', 'sudah', 'jelas', 'bu', 'masa', 'iya', 'pola', 'pemerintahan', 'selalu', 'sama', 'psbb', 'aja', 'andalannya']","['ancen', 'gt', 'kok', 'pandemi', 'kan', 'sudah', 'bulan', 'pola', 'dll', 'kan', 'sudah', 'jelas', 'bu', 'masa', 'iya', 'pola', 'pemerintahan', 'selalu', 'sama', 'psbb', 'aja', 'andalannya']","['ancen', 'gt', 'kok', 'pandemi', 'kan', 'sudah', 'bulan', 'pola', 'dll', 'kan', 'sudah', 'jelas', 'bu', 'masa', 'iya', 'pola', 'perintah', 'selalu', 'sama', 'psbb', 'aja', 'andal']","['ancen', 'pandemi', 'pola', 'bu', 'pola', 'perintah', 'andal']",ancen pandemi pola bu pola perintah andal,positif
"@roselineazzahra Never ending Series of PSBB! Solusi gak ada, cuma judulnya aja yg diganti. Rakyat dah pusing. PHK dimana2, nyari makanpun sulit. Yg punya gaji dr uang rakyat mah ora mumet.","Never ending Series of PSBB! Solusi gak ada, cuma judulnya aja yg diganti. Rakyat dah pusing. PHK dimana2, nyari makanpun sulit. Yg punya gaji dr uang rakyat mah ora mumet.","Never ending Series of PSBB! Solusi gak ada, cuma judulnya aja yg diganti. Rakyat dah pusing. PHK dimana2, nyari makanpun sulit. Yg punya gaji dr uang rakyat mah ora mumet.",never ending series of psbb solusi gak ada cuma judulnya aja yg diganti rakyat dah pusing phk dimana  nyari makanpun sulit yg punya gaji dr uang rakyat mah ora mumet,"['never', 'ending', 'series', 'of', 'psbb', 'solusi', 'gak', 'ada', 'cuma', 'judulnya', 'aja', 'yg', 'diganti', 'rakyat', 'dah', 'pusing', 'phk', 'dimana', 'nyari', 'makanpun', 'sulit', 'yg', 'punya', 'gaji', 'dr', 'uang', 'rakyat', 'mah', 'ora', 'mumet']","['never', 'ending', 'series', 'of', 'psbb', 'solusi', 'gak', 'ada', 'cuma', 'judulnya', 'aja', 'yg', 'diganti', 'rakyat', 'dah', 'pusing', 'phk', 'dimana', 'nyari', 'makanpun', 'sulit', 'yg', 'punya', 'gaji', 'dr', 'uang', 'rakyat', 'mah', 'ora', 'mumet']","['never', 'ending', 'series', 'of', 'psbb', 'solusi', 'gak', 'ada', 'cuma', 'judul', 'aja', 'yg', 'ganti', 'rakyat', 'dah', 'pusing', 'phk', 'mana', 'nyari', 'makan', 'sulit', 'yg', 'punya', 'gaji', 'dr', 'uang', 'rakyat', 'mah', 'ora', 'mumet']","['never', 'ending', 'series', 'solusi', 'judul', 'ganti', 'rakyat', 'pusing', 'phk', 'nyari', 'makan', 'sulit', 'gaji', 'uang', 'rakyat', 'ora', 'mumet']",never ending series solusi judul ganti rakyat pusing phk nyari makan sulit gaji uang rakyat ora mumet,negatif
"Euy katanya mau psbb deui, kumaha tanggapan na daks?","Euy katanya mau psbb deui, kumaha tanggapan na daks?","Euy katanya mau psbb deui, kumaha tanggapan na daks?",euy katanya mau psbb deui kumaha tanggapan na daks,"['euy', 'katanya', 'mau', 'psbb', 'deui', 'kumaha', 'tanggapan', 'na', 'daks']","['euy', 'katanya', 'mau', 'psbb', 'deui', 'kumaha', 'tanggapan', 'na', 'daks']","['euy', 'kata', 'mau', 'psbb', 'deui', 'maha', 'tanggap', 'na', 'daks']","['deui', 'maha', 'tanggap', 'daks']",deui maha tanggap daks,netral
"Kyk kalo artis/high profile positif itu sih bodo amat ya mereka punya asuransi, duit, dll sehingga probabilitynya lebih tinggi lah untuk bisa survive  Yang kasian itu ya kyk pedagang pasar gtgt, udah blm tau bsk ada uang dari mana krn psbb lg, pelayanan publik buruk, gmn coba 😔","Kyk kalo artis/high profile positif itu sih bodo amat ya mereka punya asuransi, duit, dll sehingga probabilitynya lebih tinggi lah untuk bisa survive Yang kasian itu ya kyk pedagang pasar gtgt, udah blm tau bsk ada uang dari mana krn psbb lg, pelayanan publik buruk, gmn coba pensive_face","Kyk kalo artis/high profile positif itu sih bodo amat ya mereka punya asuransi, duit, dll sehingga probabilitynya lebih tinggi lah untuk bisa survive Yang kasian itu ya kyk pedagang pasar gtgt, udah blm tau bsk ada uang dari mana krn psbb lg, pelayanan publik buruk, gmn coba Wajah termenung",kyk kalo artishigh profile positif itu sih bodo amat ya mereka punya asuransi duit dll sehingga probabilitynya lebih tinggi lah untuk bisa survive yang kasian itu ya kyk pedagang pasar gtgt udah blm tau bsk ada uang dari mana krn psbb lg pelayanan publik buruk gmn coba wajah termenung,"['kyk', 'kalo', 'artishigh', 'profile', 'positif', 'itu', 'sih', 'bodo', 'amat', 'ya', 'mereka', 'punya', 'asuransi', 'duit', 'dll', 'sehingga', 'probabilitynya', 'lebih', 'tinggi', 'lah', 'untuk', 'bisa', 'survive', 'yang', 'kasian', 'itu', 'ya', 'kyk', 'pedagang', 'pasar', 'gtgt', 'udah', 'blm', 'tau', 'bsk', 'ada', 'uang', 'dari', 'mana', 'krn', 'psbb', 'lg', 'pelayanan', 'publik', 'buruk', 'gmn', 'coba', 'wajah', 'termenung']","['seperti', 'kalo', 'artishigh', 'profile', 'positif', 'itu', 'sih', 'bodo', 'amat', 'ya', 'mereka', 'punya', 'asuransi', 'duit', 'dll', 'sehingga', 'probabilitynya', 'lebih', 'tinggi', 'lah', 'untuk', 'bisa', 'survive', 'yang', 'kasian', 'itu', 'ya', 'seperti', 'pedagang', 'pasar', 'gtgt', 'udah', 'belum', 'tau', 'besok', 'ada', 'uang', 'dari', 'mana', 'karena', 'psbb', 'lg', 'pelayanan', 'publik', 'buruk', 'gmn', 'coba', 'wajah', 'termenung']","['seperti', 'kalo', 'artishigh', 'profile', 'positif', 'itu', 'sih', 'bodo', 'amat', 'ya', 'mereka', 'punya', 'asuransi', 'duit', 'dll', 'sehingga', 'probabilitynya', 'lebih', 'tinggi', 'lah', 'untuk', 'bisa', 'survive', 'yang', 'kasi', 'itu', 'ya', 'seperti', 'dagang', 'pasar', 'gtgt', 'udah', 'belum', 'tau', 'besok', 'ada', 'uang', 'dari', 'mana', 'karena', 'psbb', 'lg', 'layan', 'publik', 'buruk', 'gmn', 'coba', 'wajah', 'menung']","['artishigh', 'profile', 'positif', 'bodo', 'asuransi', 'duit', 'probabilitynya', 'survive', 'kasi', 'dagang', 'pasar', 'gtgt', 'besok', 'uang', 'layan', 'publik', 'buruk', 'coba', 'menung']",artishigh profile positif bodo asuransi duit probabilitynya survive kasi dagang pasar gtgt besok uang layan publik buruk coba menung,negatif
